Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
20-26858,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/21/2020,10/08/2020,06012005200,ONE STOP MART,,2917  DICKERSON PIKE,NASHVILLE,TN,37207.00000,8,37011001,"2917 DICKERSON PIKE
NASHVILLE, TN 37207
(36.222817, -86.761267)"
17-25262,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/28/2017,03/29/2018,09306106000,NOELLE NASHVILLE,,200  4TH AVE N,NASHVILLE,TN,37219.00000,19,37019500,"200 4TH AVE N
NASHVILLE, TN 37219
(36.163864, -86.779046)"
19-26366,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2019,02/19/2020,10501009000,KING SIAM THAI CUISINE INC,LUCKSANITH SAYASACK,907  12TH AVE S,NASHVILLE,TN,37203.00000,17,37016300,"907 12TH AVE S
NASHVILLE, TN 37203
(36.146726, -86.785902)"
16-20289,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/17/2015,05/13/2016,08209004900,Steadfast Fine Coffee,Steadfast Fine Coffee LLC,603  Taylor ST,Nashville,TN,37208.00000,19,37019400,"603 Taylor ST
Nashville, TN 37208
(36.177683, -86.792037)"
20-26482,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2020,06/26/2020,09313001300,"Vibes Bar & Lounge, LLC",,1524A  DEMONBREUN ST,NASHVILLE,TN,37203.00000,19,37019500,"1524A DEMONBREUN ST
NASHVILLE, TN 37203
(36.152794, -86.790305)"
20-26532,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/09/2020,06/25/2020,11613009100,Belle Meade Meat & Three,,5025  HARDING PIKE,NASHVILLE,TN,37205.00000,23,37018500,"5025 HARDING PIKE
NASHVILLE, TN 37205
(36.106953, -86.866945)"
20-26801,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/25/2020,07/09/2020,10214000600,CRACKER BARREL OLD COUNTRY STORE #34,,6941  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,22,37018301,"6941 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.129742, -86.90187)"
19-26050,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2019,10/11/2019,060080A00700CO,AMBROSIA HOOKAH BAR AND LOUNGE,,123  EWING DR  7,NASHVILLE,TN,37207.00000,2,37011001,"123 EWING DR 7
NASHVILLE, TN 37207
(36.229661, -86.760862)"
19-26249,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/06/2019,10/11/2019,16300023200,59 SHELL,,1110  BELL RD,ANTIOCH,TN,37013.00000,32,37019118,"1110 BELL RD
ANTIOCH, TN 37013
(36.044824, -86.662669)"
19-25982,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/17/2019,10/11/2019,05108010400,LOS 3 VOLCANES,Los 3 Volcanes Restaurant,1021  GALLATIN PIKE S,MADISON,TN,37115.00000,7,37010702,"1021 GALLATIN PIKE S
MADISON, TN 37115
(36.249844, -86.719096)"
19-26050,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2019,10/11/2019,060080A00600CO,AMBROSIA HOOKAH BAR AND LOUNGE,,123  EWING DR  6,NASHVILLE,TN,37207.00000,2,37011001,"123 EWING DR 6
NASHVILLE, TN 37207
(36.229661, -86.760862)"
19-26248,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/06/2019,10/11/2019,18300016500,62 SHELL,,13016  OLD HICKORY BLVD,ANTIOCH,TN,37013.00000,33,37015630,"13016 OLD HICKORY BLVD
ANTIOCH, TN 37013
(36.016072, -86.620052)"
20-26864,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/03/2020,10/08/2020,16900001400,LOVELESS CAFE,,8400  HIGHWAY 100,NASHVILLE,TN,37221.00000,35,37018408,"8400 HIGHWAY 100
NASHVILLE, TN 37221
(36.034799, -86.971834)"
20-26874,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/11/2020,10/08/2020,09216025500,WINNER'S BAR & GRILL,,1913  DIVISION ST,NASHVILLE,TN,37203.00000,19,37019500,"1913 DIVISION ST
NASHVILLE, TN 37203
(36.149747, -86.796996)"
19-26280,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2019,10/15/2019,11714013300,COLE'S KITCHEN,,2201  BANDYWOOD DR,NASHVILLE,TN,37215.00000,25,37017901,"2201 BANDYWOOD DR
NASHVILLE, TN 37215
(36.10482, -86.816466)"
19-26244,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/05/2019,10/15/2019,08216009400,WHISKEY TABERNACLE & WINTER WARMER,Matthew Leff,700  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"700 WOODLAND ST
NASHVILLE, TN 37206
(36.17332, -86.760862)"
20-26784,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2020,07/09/2020,093130B00100CO,BAR LOUIE,,314  11TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"314 11TH AVE S
NASHVILLE, TN 37203
(36.152933, -86.783719)"
19-26263,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/13/2019,07/09/2020,09115020600,THE TURNIP TRUCK,,5001  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"5001 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.151987, -86.847567)"
15-17227,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/19/2014,01/08/2015,10616008700,Walgreens,Walgreen Co.,1083  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,16,37015802,"1083 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.127394, -86.712091)"
17-25312,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/20/2017,02/04/2019,09216018700,"THE STILLERY, MIDTOWN",,1921  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"1921 BROADWAY
NASHVILLE, TN 37203
(36.149676, -86.797944)"
19-26283,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,09/25/2019,10/23/2019,09214007600,CENTENNIAL PARK CONSERVANCY GALA,Sara Whittemore,2500  WEST END AVE,NASHVILLE,TN,37203.00000,21,37016600,"2500 WEST END AVE
NASHVILLE, TN 37203
(36.146893, -86.808533)"
20-26411,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/02/2020,07/09/2020,09209016300,PENNE PAZZE,,3826  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013500,"3826 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152525, -86.83256)"
20-26916,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/09/2020,10/09/2020,08212034000,LAKESIDE LOUNGE BNA,,921  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"921 WOODLAND ST
NASHVILLE, TN 37206
(36.175532, -86.755081)"
20-26863,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/31/2020,10/12/2020,06904008200,LITTLE BARN MARKET,Maher Macdesy,3909  CLARKSVILLE PIKE,NASHVILLE,TN,37218.00000,1,37012801,"3909 CLARKSVILLE PIKE
NASHVILLE, TN 37218
(36.209109, -86.839406)"
20-26831,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/26/2020,10/12/2020,11905001200,PEACHTREE DRIVE-IN,,329  PEACHTREE ST,NASHVILLE,TN,37210.00000,16,37017300,"329 PEACHTREE ST
NASHVILLE, TN 37210
(36.120491, -86.748993)"
19-25988,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/23/2019,10/12/2020,10412036400,Moxy Nashville Vanderbilt,,1911  BELCOURT AVE,NASHVILLE,TN,37212.00000,18,37016400,"1911 BELCOURT AVE
NASHVILLE, TN 37212
(36.136696, -86.798952)"
20-26825,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2020,10/12/2020,10600010900,THE LOST PADDY IRISH PUB & RESTAURANT,Micheal O'Leary,715  SPENCE LN,NASHVILLE,TN,37217.00000,15,37015803,"715 SPENCE LN
NASHVILLE, TN 37217
(36.137825, -86.723853)"
T20-26906,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,09/04/2020,,07300003900,PAULA DEEN'S FAMILY KITCHEN,,575  OPRY MILLS DR,NASHVILLE,TN,37214.00000,15,37015300,"575 OPRY MILLS DR
NASHVILLE, TN 37214
(36.206172, -86.693562)"
20-26930,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/23/2020,10/14/2020,13300012800,TACO EXPRESS,Omar Martinez,624  GRASSMERE PARK  3,NASHVILLE,TN,37211.00000,26,37018901,"624 GRASSMERE PARK 3
NASHVILLE, TN 37211
(36.086421, -86.74919)"
20-26894,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/27/2020,10/19/2020,16200018300,M&M MART,,1467  BELL RD,NASHVILLE,TN,37211.00000,31,37019111,"1467 BELL RD
NASHVILLE, TN 37211
(36.044245, -86.687534)"
19-26303,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2019,02/24/2020,08313009500,THE WILD COW,,1100  FATHERLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"1100 FATHERLAND ST
NASHVILLE, TN 37206
(36.174123, -86.750112)"
20-26513,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/24/2020,07/14/2020,09209043800,FAMILY DOLLAR STORE # 33000,Lonnie W. McCaffety,3810  CLIFTON AVE,NASHVILLE,TN,37209.00000,21,37013601,"3810 CLIFTON AVE
NASHVILLE, TN 37209
(36.157113, -86.831207)"
20-26778,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2020,07/10/2020,08301025300,HEARTS,,914  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"914 GALLATIN AVE
NASHVILLE, TN 37206
(36.186792, -86.747045)"
20-26812,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/09/2020,07/14/2020,09311014600,THE GOAT SOBRO,,211  ELM ST,NASHVILLE,TN,37210.00000,19,37019500,"211 ELM ST
NASHVILLE, TN 37210
(36.154106, -86.770275)"
20-26806,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2020,07/14/2020,092140B00200CO,AVO,,3  CITY AVE  200,NASHVILLE,TN,37209.00000,21,37014400,"3 CITY AVE 200
NASHVILLE, TN 37209
(36.152468, -86.820627)"
19-26181,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/31/2019,10/24/2019,10315004300,SONOBANA JAPANESE RESTAURANT,,40  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"40 WHITE BRIDGE PIKE
NASHVILLE, TN 37205"
19-26285,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/27/2019,10/24/2019,10306015400,TWICE DAILY #7114,,204  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.00000,24,37018101,"204 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.138547, -86.857557)"
19-26278,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,10302003100,HIGHTAIL #8020,,301  WHITE BRIDGE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"301 WHITE BRIDGE PIKE
NASHVILLE, TN 37209
(36.145364, -86.857977)"
19-26209,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/16/2019,10/24/2019,09212047700,SPRINGHILL SUITES & RESIDENCE INN BY MARRIOTT,,1800  WEST END AVE,NASHVILLE,TN,37203.00000,21,37019500,"1800 WEST END AVE
NASHVILLE, TN 37203
(36.152891, -86.796205)"
19-26275,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,14100001800,HIGHTAIL #6645,,7691  HIGHWAY 70  S,NASHVILLE,TN,37221.00000,22,37018409,"7691 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.079816, -86.954095)"
19-26221,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/26/2019,10/24/2019,03402008500,CASA COUNTRY MEXICAN GRILL,,277  GLEAVES ST,MADISON,TN,37115.00000,10,37010401,"277 GLEAVES ST
MADISON, TN 37115
(36.297669, -86.700837)"
20-26462,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/31/2020,02/27/2020,09107005700,MIDNIGHT OIL,,1310  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"1310 51ST AVE N
NASHVILLE, TN 37209
(36.16143, -86.849088)"
19-26382,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2019,02/27/2020,06200023300,CATIO CAT CAFE,brandy yates,2416  MUSIC VALLEY DR  114,NASHVILLE,TN,37214.00000,15,37015300,"2416 MUSIC VALLEY DR 114
NASHVILLE, TN 37214
(36.218524, -86.695398)"
20-26810,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/08/2020,07/10/2020,11816003000,THE BLACK ABBEY BREWING COMPANY,Doug Franck - 1%,2952  SIDCO DR,NASHVILLE,TN,37204.00000,16,37980200,"2952 SIDCO DR
NASHVILLE, TN 37204
(36.105978, -86.755864)"
19-26364,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/18/2019,02/28/2020,08107020500,NORTHSIDE MARKET,,1916  DR D B TODD JR BLVD,NASHVILLE,TN,37208.00000,21,37013700,"1916 DR D B TODD JR BLVD
NASHVILLE, TN 37208
(36.182406, -86.812151)"
20-26517,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/2020,07/27/2020,09600005700,LUCKY'S BAR AND GRILL,,579  STEWARTS FERRY PIKE,NASHVILLE,TN,37214.00000,14,37015501,"579 STEWARTS FERRY PIKE
NASHVILLE, TN 37214
(36.157202, -86.634605)"
20-26742,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/15/2020,07/28/2020,10508009400,SAINT ELLE,,1420  3RD AVE S,NASHVILLE,TN,37210.00000,17,37016000,"1420 3RD AVE S
NASHVILLE, TN 37210
(36.14092, -86.762572)"
19-26268,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/18/2019,10/24/2019,16300022400,AMC ANTIOCH 8,,901  BELL RD,ANTIOCH,TN,37013.00000,32,37015628,"901 BELL RD
ANTIOCH, TN 37013
(36.049452, -86.651408)"
19-26277,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,04000013700,HIGHTAIL #6115,,7534  OLD HICKORY BLVD,WHITES CREEK,TN,37189.00000,3,37010201,"7534 OLD HICKORY BLVD
WHITES CREEK, TN 37189
(36.276881, -86.796655)"
19-26105,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/24/2019,10/24/2019,09306405700,MOXY NASHVILLE  DOWNTOWN,,110  3RD AVE S,NASHVILLE,TN,37201.00000,19,37019500,"110 3RD AVE S
NASHVILLE, TN 37201
(36.161034, -86.775618)"
19-26120,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/27/2019,10/24/2019,10503017100,PARSON'S CHICKEN & FISH,,425  CHESTNUT ST,NASHVILLE,TN,37203.00000,17,37016100,"425 CHESTNUT ST
NASHVILLE, TN 37203
(36.144004, -86.768727)"
19-26274,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,13001009800,HIGHTAIL #6608,,5315  HARDING PIKE,NASHVILLE,TN,37205.00000,23,37018500,"5315 HARDING PIKE
NASHVILLE, TN 37205
(36.100603, -86.870975)"
19-26161,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/23/2019,10/24/2019,07203000600,Las Fiestas Cafe Mexican Restaurant,HECTOR A CRUZ LOPEZ,3623  GALLATIN PIKE,NASHVILLE,TN,37216.00000,8,37011200,"3623 GALLATIN PIKE
NASHVILLE, TN 37216
(36.212911, -86.731631)"
19-26273,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,10214011000,HIGHTAIL #8897,,6955  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,22,37018301,"6955 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.129566, -86.902898)"
19-26200,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/12/2019,10/24/2019,09115000800,Big Bad Breakfast,,5304  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013400,"5304 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.151707, -86.851671)"
19-26276,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/23/2019,10/24/2019,09311006000,HIGHTAIL #8235,,9  HERMITAGE AVE,NASHVILLE,TN,37210.00000,19,37019500,"9 HERMITAGE AVE
NASHVILLE, TN 37210
(36.157223, -86.769999)"
19-25925,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,03/07/2019,10/22/2020,14712008400,TAPATIO SUPERMERCADO,,4736  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,30,37019004,"4736 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.066507, -86.717861)"
19-26087,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2019,10/25/2019,09313057400,THAI ESANE,,1520  DIVISION ST,NASHVILLE,TN,37203.00000,19,37019500,"1520 DIVISION ST
NASHVILLE, TN 37203
(36.15175, -86.79016)"
19-26155,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/18/2019,10/25/2019,09305019900,Central BBQ,,408  11TH AVE N,NASHVILLE,TN,37203.00000,19,37019400,"408 11TH AVE N
NASHVILLE, TN 37203
(36.162673, -86.790805)"
21-27172,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/14/2021,05/17/2021,09215011000,EXIT/IN/HURRY BACK,,2208  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2208 ELLISTON PL
NASHVILLE, TN 37203
(36.151168, -86.804279)"
20-26817,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/12/2020,10/28/2020,08115057600,"KING'S MARKET, LLC",,1800  JEFFERSON ST,NASHVILLE,TN,37208.00000,21,37014200,"1800 JEFFERSON ST
NASHVILLE, TN 37208
(36.169401, -86.807014)"
T21-27224,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,05/06/2021,,09114026800,KIEN GIANG RESTAURANT,Phuc Vu,5825  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"5825 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.149226, -86.862103)"
21-27172,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/14/2021,05/17/2021,09215011000,EXIT/IN/HURRY BACK,,2212  ELLISTON PL  LEFT,NASHVILLE,TN,37203.00000,21,37016500,"2212 ELLISTON PL LEFT
NASHVILLE, TN 37203
(36.151046, -86.804409)"
20-26431,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,01/15/2020,03/06/2020,08213036600,THE TRIPLE SIP - RONALD MCDONALD HOUSE CHARITIES OF NASHVILLE,Elizabeth Miller Piercy,900  ROSA L PARKS BLVD,NASHVILLE,TN,37208.00000,19,37019400,"900 ROSA L PARKS BLVD
NASHVILLE, TN 37208
(36.170329, -86.789522)"
19-26301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/03/2019,03/06/2020,08214000900,JONATHAN'S GRILLE,,717  3RD AVE N,NASHVILLE,TN,37201.00000,19,37019400,"717 3RD AVE N
NASHVILLE, TN 37201
(36.170966, -86.78209)"
19-26166,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/24/2019,03/06/2020,09209016300,BOLD PATRIOT BREWING COMPANY,Walter Mueller,410  39TH AVE N,NASHVILLE,TN,37209.00000,24,37013500,"410 39TH AVE N
NASHVILLE, TN 37209
(36.152666, -86.833252)"
19-26400,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/16/2019,03/06/2020,09306200200,Bowies,Tiffany Martin Snow,174  3RD AVE N,NASHVILLE,TN,37201.00000,19,37019500,"174 3RD AVE N
NASHVILLE, TN 37201
(36.163751, -86.777407)"
19-26379,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/01/2019,03/06/2020,06416002700,LOS AMIGOS MEXICAN RESTAURANT,Juan Manuel Beltran Castro,4700  LEBANON PIKE,HERMITAGE,TN,37076.00000,11,37015401,"4700 LEBANON PIKE
HERMITAGE, TN 37076
(36.215098, -86.595553)"
19-26146,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/15/2019,03/06/2020,093100C00100CO,HOME2 SUITES/TRU by HILTON DUAL BRAND,,500  5TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"500 5TH AVE S
NASHVILLE, TN 37203
(36.155537, -86.775182)"
20-26824,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2020,10/29/2020,09215017700,ELLISTON PLACE SODA SHOP,,2105  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2105 ELLISTON PL
NASHVILLE, TN 37203
(36.152012, -86.803357)"
20-26770,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/12/2020,10/29/2020,04305017000,BLUE CRAB SHACK THE VILLE,Lisa Walker,620  GALLATIN PIKE N,MADISON,TN,37115.00000,9,37010402,"620 GALLATIN PIKE N
MADISON, TN 37115
(36.269578, -86.71058)"
20-26769,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/12/2020,10/29/2020,05302008200,MAPCO #7546,,1500  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1500 ROBINSON RD
OLD HICKORY, TN 37138
(36.255615, -86.653677)"
19-26393,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/09/2019,03/12/2020,14900023500,MONTERREY MEXICAN RESTAURANT,,2641  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,32,37015626,"2641 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.073224, -86.637434)"
20-26424,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/13/2020,03/13/2020,09302315200,Hotel Indigo Nashville,,301  UNION ST,NASHVILLE,TN,37201.00000,19,37019500,"301 UNION ST
NASHVILLE, TN 37201
(36.165552, -86.778585)"
19-26335,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2019,03/12/2020,10600011000,BJ HOT CHICKEN,carlos arjona,818  MURFREESBORO PIKE  110,NASHVILLE,TN,37217.00000,15,37015803,"818 MURFREESBORO PIKE 110
NASHVILLE, TN 37217
(36.135117, -86.723998)"
19-26051,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2019,03/12/2020,08205017200,OPTIMIST,"Daniel Peter VanLoh, William Ford Fry",1400  ADAMS ST,NASHVILLE,TN,37208.00000,19,37019400,"1400 ADAMS ST
NASHVILLE, TN 37208
(36.181225, -86.784248)"
20-26521,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/28/2020,03/12/2020,08305009100,WALGREENS #19382,,700  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"700 GALLATIN AVE
NASHVILLE, TN 37206
(36.183654, -86.748422)"
20-26516,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/2020,03/12/2020,09302316600,THE WHISKEY SHOT,,209  PRINTERS ALY  201,NASHVILLE,TN,37201.00000,19,37019500,"209 PRINTERS ALY 201
NASHVILLE, TN 37201
(36.1645, -86.778695)"
19-26387,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,12/04/2019,03/13/2020,09309011200,WHOLE FOODS MARKET,,1202  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"1202 BROADWAY
NASHVILLE, TN 37203
(36.156409, -86.787906)"
19-26362,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/15/2019,03/13/2020,04216008200,CULTURE BAR AND LOUNGE,,119  MADISON STATION BLVD,MADISON,TN,37115.00000,8,37010701,"119 MADISON STATION BLVD
MADISON, TN 37115
(36.254345, -86.71363)"
20-26468,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",02/03/2020,03/13/2020,09102023900,TURTLE ANARCHY BREWING COMPANY,,5901  CALIFORNIA AVE  105,NASHVILLE,TN,37209.00000,20,37013300,"5901 CALIFORNIA AVE 105
NASHVILLE, TN 37209
(36.164184, -86.857984)"
20-26937,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/28/2020,10/29/2020,08204026300,goPUFF #327,,863  GRANADA AVE,NASHVILLE,TN,37206.00000,5,37011700,"863 GRANADA AVE
NASHVILLE, TN 37206
(36.189131, -86.757139)"
20-26927,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/22/2020,10/29/2020,09314055500,CASA DE MONTECRISTO,"Tabacalera USA, Inc.",600  9TH AVE S 130,NASHVILLE,TN,37203.00000,19,37019500,"600 9TH AVE S 130
NASHVILLE, TN 37203
(36.151629, -86.78041)"
19-26116,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/25/2019,03/16/2020,08209045700,MOTHER'S RUIN,"JAMES METZE, NICHOLAS PFANNERSTILL, RICHARD KNAPP, TIMOTHY LYNCH",1239  6TH AVE N,NASHVILLE,TN,37208.00000,19,37019400,"1239 6TH AVE N
NASHVILLE, TN 37208
(36.17616, -86.790165)"
19-26355,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/06/2019,03/16/2020,08212030500,CRAZY GNOME BREWERY,,948  MAIN ST,NASHVILLE,TN,37206.00000,6,37019200,"948 MAIN ST
NASHVILLE, TN 37206
(36.177305, -86.753713)"
20-26881,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,08/14/2020,10/29/2020,02200001200,HIGHTAIL #8050,,6444  EATONS CREEK RD,JOELTON,TN,37080.00000,1,37010104,"6444 EATONS CREEK RD
JOELTON, TN 37080
(36.321226, -86.868189)"
T20-26883,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,08/17/2020,,10613021900,"GAME TERMINAL 3, LLC",Patrick McKennon,201  TERMINAL CT,NASHVILLE,TN,37210.00000,17,37015900,"201 TERMINAL CT
NASHVILLE, TN 37210
(36.131083, -86.745016)"
20-26876,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/12/2020,10/29/2020,06200023300,TOOTH 'N NAIL CIGARS & ALE,Phil Toothman,2416  MUSIC VALLEY DR  137,NASHVILLE,TN,37214.00000,15,37015300,"2416 MUSIC VALLEY DR 137
NASHVILLE, TN 37214
(36.218524, -86.695398)"
20-26922,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/15/2020,10/29/2020,09306308000,LUCKY BASTARD SALOON,,408  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"408 BROADWAY
NASHVILLE, TN 37203
(36.160873, -86.777575)"
20-26957,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/14/2020,11/02/2020,05300001800,CAMINO VIEJO MEXICAN BAR AND GRILL,,1433  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1433 ROBINSON RD
OLD HICKORY, TN 37138
(36.255811, -86.65395)"
21-27280,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/08/2021,06/25/2021,05104012100,7-ELEVEN 41063H,David Seltzer,817  GALLATIN PIKE,MADISON,TN,37115.00000,7,37010701,"817 GALLATIN PIKE
MADISON, TN 37115
(36.25369, -86.71644)"
