,Permit #,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Address,City,State,Zip,Mapped Location
850,17-25206,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/11/2017,10/12/2017,10412000300,HOPDODDY BURGER BAR,1805  21ST AVE S 100,NASHVILLE,TN,37212.0,"1805 21ST AVE S 100
NASHVILLE, TN 37212
(36.136455, -86.800905)"
851,18-25622,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/01/2018,11/06/2018,09306410700,CAFE INTERMEZZO SOBRO,205  DEMONBREUN ST,NASHVILLE,TN,37201.0,"205 DEMONBREUN ST
NASHVILLE, TN 37201
(36.159889, -86.773905)"
852,15-20150,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2015,07/27/2015,082130E12600CO,Dabble Studio at 330 Harrison,330  Harrison ST,Nashville,TN,37219.0,"330 Harrison ST
Nashville, TN 37219
(36.171111, -86.782436)"
853,07-18621,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/12/2006,01/11/2007,09216001800,Loews Vanderbilt (Concierge),2100  West End AVE,Nashville,TN,37203.0,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
854,17-25082,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/13/2017,08/30/2017,11815001000,CHIPOTLE MEXICAN GRILL #2787,731  THOMPSON LN,NASHVILLE,TN,37204.0,"731 THOMPSON LN
NASHVILLE, TN 37204
(36.112295, -86.767022)"
855,99-17540,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/25/1999,11/04/1999,10408010800,Belcourt Theatre,2102  Belcourt AVE,Nashville,TN,37212.0,"2102 Belcourt AVE
Nashville, TN 37212
(36.136708, -86.801639)"
856,18-25805,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/14/2018,01/10/2019,156090A00100CO,BOOMBOZZ CRAFT PIZZA & TAPHOUSE,8016  HIGHWAY 100,NASHVILLE,TN,37221.0,"8016 HIGHWAY 100
NASHVILLE, TN 37221
(36.045348, -86.951103)"
857,17-25316,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2017,12/08/2017,06200002201,SANTA FE CATTLE COMPANY,2520  MUSIC VALLEY DR,NASHVILLE,TN,37214.0,"2520 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.225991, -86.695992)"
858,11-19279,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2011,04/28/2011,03405012000,Outback Steakhouse,1560  Gallatin PIKE N,Nashville,TN,37115.0,"1560 Gallatin PIKE N
Nashville, TN 37115
(36.291025, -86.70346)"
859,18-25406,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2018,07/12/2018,14707007900,LA COCINA DOMINICANA RESTAURANT,4407  NOLENSVILLE PIKE,NASHVILLE,TN,37211.0,"4407 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.073236, -86.72437)"
860,16-20344,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/02/2016,09/29/2016,11909006900,The Eastern Peak,536  Thompson LN  1,Nashville,TN,37211.0,"536 Thompson LN 1
Nashville, TN 37211
(36.111244, -86.750183)"
861,17-25178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2017,01/25/2018,09306108900,DEACON'S NEW SOUTH,401  CHURCH ST,NASHVILLE,TN,37219.0,"401 CHURCH ST
NASHVILLE, TN 37219
(36.163711, -86.778947)"
862,17-25058,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2017,09/29/2017,09504003100,NECTAR URBAN CANTINA,206  MCGAVOCK PIKE,NASHVILLE,TN,37214.0,"206 MCGAVOCK PIKE
NASHVILLE, TN 37214
(36.168067, -86.680011)"
863,10-00889,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/19/2010,10/28/2010,09313008700,Turnip Truck Urban Fare,321  12th AVE S,Nashville,TN,37203.0,"321 12th AVE S
Nashville, TN 37203
(36.15258, -86.784868)"
864,12-19554,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Findleys Irish Pub,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
865,17-20469,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2017,04/13/2017,06416000800,JB's Pour House,4770  Lebanon PIKE,Hermitage,TN,37076.0,"4770 Lebanon PIKE
Hermitage, TN 37076
(36.21503, -86.590282)"
866,12-19608,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2012,10/11/2012,09216022300,The Red Door Saloon,1816  Division ST,Nashville,TN,37203.0,"1816 Division ST
Nashville, TN 37203
(36.150499, -86.795668)"
867,17-25317,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/29/2017,01/25/2018,14700002400,FONDA CUBILETE MEXICAN RESTAURANT INC,423  HARDING PL,NASHVILLE,TN,37211.0,"423 HARDING PL
NASHVILLE, TN 37211
(36.078614, -86.729148)"
868,11-19305,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2011,05/12/2011,09216003000,Sitar Cuisine of India,116  21st AVE N,Nashville,TN,37203.0,"116 21st AVE N
Nashville, TN 37203
(36.151186, -86.801753)"
869,18-25631,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,08/06/2018,09/14/2018,13001019100,COCO'S FINEZZA ITALIAN RESTAURANT,5406  HARDING PIKE,NASHVILLE,TN,37205.0,"5406 HARDING PIKE
NASHVILLE, TN 37205
(36.099697, -86.871445)"
870,18-25585,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/12/2018,08/24/2018,16300030200,PHILLY & BURGERS,5359  MT VIEW RD,ANTIOCH,TN,37013.0,"5359 MT VIEW RD
ANTIOCH, TN 37013
(36.047969, -86.648118)"
871,17-25307,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/15/2017,12/20/2017,10403000500,THE LOCAL,110  28TH AVE N,NASHVILLE,TN,37203.0,"110 28TH AVE N
NASHVILLE, TN 37203
(36.145779, -86.812905)"
872,18-25692,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,09/17/2018,10/24/2018,08212032300,THE FILLING STATION EAST,900  MAIN ST,NASHVILLE,TN,37206.0,"900 MAIN ST
NASHVILLE, TN 37206
(36.176047, -86.757006)"
873,07-18765,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,16014002800,Longhorn Steakhouse of Brentwo,774  Old Hickory BLVD,Brentwood,TN,37027.0,"774 Old Hickory BLVD
Brentwood, TN 37027
(36.041365, -86.778081)"
874,12-19548,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Delta Island E,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
875,07-18689,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/23/2007,07/05/2007,10700005000,American Airlines Admiral's Cl,1  Terminal DR,Nashville,TN,37214.0,"1 Terminal DR
Nashville, TN 37214
(36.131602, -86.668735)"
876,04-18138,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/26/2003,04/14/2004,14200026800,Dalton's Grill,7061  Highway 70  S,Nashville,TN,37221.0,"7061 Highway 70 S
Nashville, TN 37221
(36.074735, -86.920033)"
877,15-20121,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2015,06/11/2015,07114030300,Larry's,1211  Brick Church PIKE,Nashville,TN,37207.0,"1211 Brick Church PIKE
Nashville, TN 37207
(36.196282, -86.776739)"
878,09-19003,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2009,06/11/2009,10513021100,12 South Taproom & Grill,2318  12th AVE S,Nashville,TN,37204.0,"2318 12th AVE S
Nashville, TN 37204
(36.126496, -86.78923)"
879,13-19792,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/14/2013,09/12/2013,09306205100,Benchmark,117  2nd AVE N,Nashville,TN,37201.0,"117 2nd AVE N
Nashville, TN 37201
(36.162508, -86.775586)"
880,06-18521,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2006,07/27/2006,09216001800,Ruth's Chris Steak House,2100  West End AVE,Nashville,TN,37203.0,"2100 West End AVE
Nashville, TN 37203
(36.150104, -86.801927)"
881,13-19814,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/03/2013,10/25/2013,09310040500,Hyatt Place Nashville,301  3rd AVE S,Nashville,TN,37201.0,"301 3rd AVE S
Nashville, TN 37201
(36.15857, -86.774023)"
882,18-25352,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/29/2018,09/13/2018,08216006900,KAWAI POKE CO,901  WOODLAND ST  105,NASHVILLE,TN,37206.0,"901 WOODLAND ST 105
NASHVILLE, TN 37206
(36.175138, -86.75611)"
883,18-25626,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/02/2018,08/29/2018,09309031000,FRIST ART MUSEUM,919  BROADWAY,NASHVILLE,TN,37203.0,"919 BROADWAY
NASHVILLE, TN 37203
(36.158077, -86.784041)"
884,14-00169,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",07/23/2014,08/15/2014,09513003200,Yazoo Brewing Company,1871  Elm Tree DR,Nashville,TN,37210.0,"1871 Elm Tree DR
Nashville, TN 37210
(36.148911, -86.705941)"
885,07-18764,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2007,11/29/2007,12001014800,Longhorn Steakhouse of Murfree,1175  Murfreesboro PIKE,Nashville,TN,37217.0,"1175 Murfreesboro PIKE
Nashville, TN 37217
(36.122318, -86.705591)"
886,07-00827,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,11/09/2007,11/29/2007,14800017600,King Market Inc.,1801  Antioch PIKE,Antioch,TN,37013.0,"1801 Antioch PIKE
Antioch, TN 37013
(36.070575, -86.684574)"
887,19-25987,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/22/2019,05/21/2019,10503021400,NEVER NEVER,413  HOUSTON ST,NASHVILLE,TN,37203.0,"413 HOUSTON ST
NASHVILLE, TN 37203
(36.142488, -86.765406)"
888,19-25874,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/11/2019,03/21/2019,08116039900,GREEN FLEET BICYCLES,934  JEFFERSON ST,NASHVILLE,TN,37208.0,"934 JEFFERSON ST
NASHVILLE, TN 37208
(36.172557, -86.794278)"
889,18-25471,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",04/13/2018,08/10/2018,105071A00300CO,DISKIN CIDER,1235  MARTIN ST,NASHVILLE,TN,37203.0,"1235 MARTIN ST
NASHVILLE, TN 37203
(36.141147, -86.769414)"
890,15-20137,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/2015,07/14/2015,08301015900,Nomzilla,1000  Gallatin AVE,Nashville,TN,37206.0,"1000 Gallatin AVE
Nashville, TN 37206
(36.18848, -86.746299)"
891,16-03914,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/23/2016,12/19/2016,06115023500,Actual Food Nashville,3914  Gallatin PIKE,Nashville,TN,37216.0,"3914 Gallatin PIKE
Nashville, TN 37216
(36.217025, -86.728781)"
892,16-20326,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/08/2016,08/25/2016,11815001000,Hollywood Stadium 27 & RPX,719  Thompson LN,Nashville,TN,37204.0,"719 Thompson LN
Nashville, TN 37204
(36.111899, -86.763171)"
893,09-19033,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/16/2009,08/28/2009,17212010600,Blue Coast Burrito,6900  Lenox Village DR  16,Nashville,TN,37211.0,"6900 Lenox Village DR 16
Nashville, TN 37211
(36.025525, -86.712036)"
894,12-19542,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2012,10/11/2012,07300003200,Gaylord Hotel Conservatory Cafe,2800  Opryland DR,Nashville,TN,37214.0,"2800 Opryland DR
Nashville, TN 37214
(36.211694, -86.697639)"
895,12-19600,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,06200006500,Gaylord Springs Golf Course,18  Springhouse LN,Nashville,TN,37214.0,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
896,09-19022,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/02/2009,07/23/2009,10616004603,Honduras Restaurant,1051  Murfreesboro PIKE,Nashville,TN,37217.0,"1051 Murfreesboro PIKE
Nashville, TN 37217
(36.127669, -86.712442)"
897,18-25719,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/05/2018,10/25/2018,09314002800,STOCK & BARREL,901  GLEAVES ST,NASHVILLE,TN,37203.0,"901 GLEAVES ST
NASHVILLE, TN 37203
(36.151948, -86.780684)"
898,16-20306,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/03/2016,07/21/2016,09116039200,Double Dogs,4017  Charlotte AVE,Nashville,TN,37209.0,"4017 Charlotte AVE
Nashville, TN 37209
(36.152446, -86.835286)"
899,04-18269,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/11/2004,12/06/2004,09306207100,Coyote Ugly Saloon,154  2nd AVE N,Nashville,TN,37201.0,"154 2nd AVE N
Nashville, TN 37201
(36.163518, -86.776222)"
900,18-25821,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/31/2018,04/16/2019,16300007700,ANTIGUA COCINA GUATEMALTECA,1135  BELL RD  306,ANTIOCH,TN,37013.0,"1135 BELL RD 306
ANTIOCH, TN 37013
(36.044965, -86.665063)"
902,14-19998,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/29/2014,11/06/2014,09203024200,Helen's Hot Chicken,1801  Jefferson ST  101,Nashville,TN,37208.0,"1801 Jefferson ST 101
Nashville, TN 37208
(36.169366, -86.807265)"
903,19-25970,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,04/10/2019,05/10/2019,093064B00100CO,NASHVILLE SCENE MARGARITA FESTIVAL,121  4TH AVE S,NASHVILLE,TN,37201.0,"121 4TH AVE S
NASHVILLE, TN 37201
(36.160067, -86.776551)"
904,02-17890,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/27/2002,03/14/2002,10616004600,Vinh-Long Vietnamese/Japanese,1041  MURFREESBORO PIKE,NASHVILLE,TN,37217.0,"1041 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.127753, -86.712552)"
905,19-25909,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/04/2019,04/25/2019,09215006600,MARTIN'S BBQ,2400  ELLISTON PL,NASHVILLE,TN,37203.0,"2400 ELLISTON PL
NASHVILLE, TN 37203
(36.14854, -86.807193)"
906,18-25573,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/28/2018,05/09/2019,09306410800,LIBERTY COMMON,207  1ST AVE S,NASHVILLE,TN,37201.0,"207 1ST AVE S
NASHVILLE, TN 37201
(36.159836, -86.77285)"
907,08-18844,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/26/2008,05/13/2008,09306307600,Robert's Western World,416  Broadway,Nashville,TN,37203.0,"416 Broadway
Nashville, TN 37203
(36.160728, -86.777905)"
908,15-20092,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/01/2015,04/23/2015,118010L00200CO,Burger Up,2901  12th AVE S 101,Nashville,TN,37204.0,"2901 12th AVE S 101
Nashville, TN 37204
(36.121421, -86.790371)"
909,14-19968,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/07/2014,09/10/2014,10616004500,MTV Cafe,1001  Murfreesboro PIKE,Nashville,TN,37217.0,"1001 Murfreesboro PIKE
Nashville, TN 37217
(36.128701, -86.713768)"
910,18-25350,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2018,03/08/2018,093090B00200CO,TAZIKI'S MEDITERRANEAN CAFE,230  11TH AVE S,NASHVILLE,TN,37203.0,"230 11TH AVE S
NASHVILLE, TN 37203
(36.153745, -86.784092)"
911,19-25968,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2019,04/25/2019,11816000700,DISTRICT COFFEE,2927  SIDCO DR,NASHVILLE,TN,37204.0,"2927 SIDCO DR
NASHVILLE, TN 37204
(36.108518, -86.755572)"
912,18-25549,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/08/2018,10/25/2018,09111005800,HARDING HOUSE BREWING COMPANY,904  51ST AVE N,NASHVILLE,TN,37209.0,"904 51ST AVE N
NASHVILLE, TN 37209
(36.158192, -86.84889)"
913,14-00965,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/24/2013,08/18/2014,07113001500,Honky Tonk Brewing Co.,240  Cumberland BND  B,Nashville,TN,37228.0,"240 Cumberland BND B
Nashville, TN 37228
(36.195054, -86.787597)"
914,17-25209,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor",09/12/2017,03/01/2018,10601016500,"CHAPMAN'S CRAFT CIDER, LLC",865  ELM HILL PIKE,NASHVILLE,TN,37210.0,"865 ELM HILL PIKE
NASHVILLE, TN 37210
(36.144706, -86.744486)"
915,20-26924,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/20/2020,06/08/2021,09116016300,RADISH KITCHEN,4101  CHARLOTTE AVE  G10,NASHVILLE,TN,37209.0,"4101 CHARLOTTE AVE G10
NASHVILLE, TN 37209
(36.152404, -86.836047)"
916,18-25465,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/11/2018,05/25/2018,16500000000001,FOUR CORNERS MARINA,4027  LAVERGNE COUCHVILLE PIKE,ANTIOCH,TN,37013.0,"4027 LAVERGNE COUCHVILLE PIKE
ANTIOCH, TN 37013
(36.052786, -86.574691)"
917,08-18812,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/04/2008,02/28/2008,09306310900,Nashville Crossroads,419  Broadway,Nashville,TN,37203.0,"419 Broadway
Nashville, TN 37203
(36.160729, -86.777902)"
918,07-18706,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/10/2007,07/31/2007,09306406200,Schermerhorn Symphony Center,1  Symphony PL,Nashville,TN,37201.0,"1 Symphony PL
Nashville, TN 37201
(36.160351, -86.775582)"
919,12-19452,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/24/2012,05/11/2012,17212010600,Burger Republic,6900  Lenox Village DR  22,Nashville,TN,37211.0,"6900 Lenox Village DR 22
Nashville, TN 37211
(36.025525, -86.712036)"
920,17-20461,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/17/2017,03/23/2017,14200018300,Voodoo Gumbo,7114  Highway 70  S 109,Nashville,TN,37221.0,"7114 Highway 70 S 109
Nashville, TN 37221
(36.07415, -86.922363)"
921,18-25809,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/18/2018,03/28/2019,09216043400,Hutton Hotel,1808  WEST END AVE,NASHVILLE,TN,37203.0,"1808 WEST END AVE
NASHVILLE, TN 37203
(36.15261, -86.796793)"
922,18-25361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/05/2018,03/01/2018,04303001100,SLOW BURN HOT CHICKEN,495  MYATT DR,MADISON,TN,37115.0,"495 MYATT DR
MADISON, TN 37115
(36.278638, -86.690659)"
923,19-25945,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,03/18/2019,04/11/2019,09301008100,RECORDING ACADEMY NASHVILLE CHAPTER BLOCK PARTY,301  6TH AVE N,NASHVILLE,TN,37219.0,"301 6TH AVE N
NASHVILLE, TN 37219
(36.164663, -86.782752)"
924,12-19429,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/16/2012,03/08/2012,09216011500,Courtyard Nashville Vanderbilt,1901  West End AVE,Nashville,TN,37203.0,"1901 West End AVE
Nashville, TN 37203
(36.152163, -86.797711)"
925,07-18777,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/05/2007,12/19/2007,13300011600,Los Arcos Seafood & Grille Inc,3798  Nolensville PIKE,Nashville,TN,37211.0,"3798 Nolensville PIKE
Nashville, TN 37211
(36.088019, -86.73143)"
926,15-20138,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/24/2015,07/14/2015,09114024800,Miss Saigon Restaurant,5845  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,"5845 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.14909, -86.863005)"
927,17-25144,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/26/2017,08/10/2017,09215010600,COCO'S ITALIAN CAFE,210  LOUISE AVE  101,NASHVILLE,TN,37203.0,"210 LOUISE AVE 101
NASHVILLE, TN 37203
(36.15178, -86.805167)"
928,18-25461,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/09/2018,09/21/2018,06107004700,LOS NIETOS TAQUERIA,4701A  GALLATIN PIKE,NASHVILLE,TN,37216.0,"4701A GALLATIN PIKE
NASHVILLE, TN 37216
(36.230324, -86.724976)"
929,17-25069,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/2017,07/10/2017,09114022000,THE RIDGE,333  54TH AVE N,NASHVILLE,TN,37209.0,"333 54TH AVE N
NASHVILLE, TN 37209
(36.150737, -86.853489)"
930,12-19602,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,06200006500,"Gaylord Springs Clubhouse, 2nd",18  Springhouse LN,Nashville,TN,37214.0,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
931,12-19604,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/26/2012,10/11/2012,06200006500,Gaylord Springs Golf Links- Fo,18  Springhouse LN,Nashville,TN,37214.0,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
933,02-17956,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/16/2002,10/10/2002,09310017700,War Memorial Auditorium,301  6th AVE N,Nashville,TN,37219.0,"301 6th AVE N
Nashville, TN 37219
(36.164663, -86.782752)"
934,17-25074,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/05/2017,09/14/2017,10200008400,Wingstop,7088C  CHARLOTTE PIKE,NASHVILLE,TN,37209.0,"7088C CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.128285, -86.907092)"
935,14-20023,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/13/2014,12/10/2014,16000020800,Hyatt Place Nashville/Brentwoo,202  Summit View DR,Brentwood,TN,37027.0,"202 Summit View DR
Brentwood, TN 37027
(36.039497, -86.780247)"
936,15-20143,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2015,07/23/2015,10700012000,Sheraton Music City Hotel,777  McGavock PIKE,Nashville,TN,37214.0,"777 McGavock PIKE
Nashville, TN 37214
(36.144908, -86.684726)"
937,12-19424,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/15/2012,03/08/2012,08306030400,Pomodoro East,701  Porter RD,Nashville,TN,37206.0,"701 Porter RD
Nashville, TN 37206
(36.182453, -86.733577)"
938,18-25753,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/30/2018,02/14/2019,08216006900,THE CANDLE BAR,9 S 9TH ST  3,NASHVILLE,TN,37206.0,"9 S 9TH ST 3
NASHVILLE, TN 37206
(36.17586, -86.757196)"
939,18-25408,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2018,03/29/2018,09313058000,EMMY SQUARED,404  12TH AVE S,NASHVILLE,TN,37203.0,"404 12TH AVE S
NASHVILLE, TN 37203
(36.152286, -86.784687)"
940,18-25792,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/03/2018,01/24/2019,10408042600,ROCK N ROLL SUSHI NASHVILLE,1610  21ST AVE S,NASHVILLE,TN,37212.0,"1610 21ST AVE S
NASHVILLE, TN 37212
(36.138236, -86.8007)"
941,14-19867,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/05/2013,03/28/2014,09216018400,Two Boots Pizza,1925  Broadway,Nashville,TN,37203.0,"1925 Broadway
Nashville, TN 37203
(36.14946, -86.798188)"
942,17-25331,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/27/2017,02/09/2018,09306403000,HOUSE OF CARDS,119  3RD AVE S 120 B,NASHVILLE,TN,37201.0,"119 3RD AVE S 120 B
NASHVILLE, TN 37201
(36.160923, -86.775553)"
943,05-18380,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/25/2005,09/08/2005,08205012900,Trax,1501  2nd AVE S,Nashville,TN,37210.0,"1501 2nd AVE S
Nashville, TN 37210
(36.139563, -86.760893)"
944,18-25417,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/12/2018,06/28/2018,07213038000,BATL,1302  GALLATIN AVE,NASHVILLE,TN,37206.0,"1302 GALLATIN AVE
NASHVILLE, TN 37206
(36.192975, -86.744203)"
945,95-16497,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/1995,06/14/1995,16300036400,The Olive Garden Italian Restaurant #1225,1131  Bell RD,Antioch,TN,37013.0,"1131 Bell RD
Antioch, TN 37013
(36.044943, -86.664747)"
946,16-20303,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/08/2016,07/14/2016,06200023300,Scoreboard Bar and Grill,2408  Music Valley DR,Nashville,TN,37214.0,"2408 Music Valley DR
Nashville, TN 37214
(36.218055, -86.696042)"
947,17-20484,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/19/2017,06/19/2017,10800017400,SHONEY'S RESTAURANT #1242,546  DONELSON PIKE,NASHVILLE,TN,37214.0,"546 DONELSON PIKE
NASHVILLE, TN 37214
(36.145589, -86.666658)"
948,17-20422,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/20/2016,02/28/2017,09309010700,Tansuo,121  12th AVE N,Nashville,TN,37203.0,"121 12th AVE N
Nashville, TN 37203
(36.157575, -86.788123)"
949,17-25274,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/10/2017,01/11/2018,09216026100,HOPSMITH TAVERN,1903  DIVISION ST,NASHVILLE,TN,37203.0,"1903 DIVISION ST
NASHVILLE, TN 37203
(36.150198, -86.796187)"
950,09-18974,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/11/2009,04/01/2009,04316003700,O'Rendezvous,101  Vandiver DR,Madison,TN,37115.0,"101 Vandiver DR
Madison, TN 37115
(36.263173, -86.677693)"
951,15-20221,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/18/2015,12/10/2015,08212032300,Butcher & Bee,902  Main ST,Nashville,TN,37206.0,"902 Main ST
Nashville, TN 37206
(36.17606, -86.756971)"
952,98-17305,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/11/1998,04/06/1998,104140G31700CO,Whitworth Racquet Club,401  ELMINGTON AVE,NASHVILLE,TN,37205.0,"401 ELMINGTON AVE
NASHVILLE, TN 37205
(36.131204, -86.822139)"
953,17-25118,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/11/2017,08/01/2017,10208011700,TEQUILA'S,3736  ANNEX AVE  107,NASHVILLE,TN,37209.0,"3736 ANNEX AVE 107
NASHVILLE, TN 37209
(36.14071, -86.88272)"
954,10-19078,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/05/2010,08/26/2010,05104006500,J.O.B. Billiards Club,900  Gallatin PIKE,Madison,TN,37115.0,"900 Gallatin PIKE
Madison, TN 37115
(36.274705, -86.709801)"
